Language	Concept	Value	Forms
Nepali	Forty six	cʰəjɑlis	cʰəjɑlis
Nepali	Forty seven	səttʃɑlis	səttʃɑlis
Nepali	Forty eight	əʈʰtʃɑlis	əʈʰtʃɑlis
Nepali	Forty nine	unpəcɑs	unpəcɑs
Nepali	Fifty	pəcɑs	pəcɑs
Nepali	Fifty one	ekɑunnə	ekɑunnə
Nepali	Fifty two	bɑunnə	bɑunnə
Nepali	Fifty three	tirpənnə	tirpənnə
Nepali	Fifty four	tʃɔunnə	tʃɔunnə
Nepali	Fifty five	pəcpənnə	pəcpənnə
Nepali	Fifty six	chəpənnə	chəpənnə
Nepali	Fifty seven	səntɑunnə	səntɑunnə
Nepali	Fifty eight	ənʈʰɑunnə	ənʈʰɑunnə
Nepali	Fifty nine	unsɑʈʰi	unsɑʈʰi
Nepali	Sixty	sɑʈʰi	sɑʈʰi
Nepali	Sixty one	eksəʈʰ	eksəʈʰ
Nepali	Sixty two	bɑsəʈʰ	bɑsəʈʰ
Nepali	Sixty three	tirsəʈʰ	tirsəʈʰ
Nepali	Sixty four	tʃɔsəʈʰ	tʃɔsəʈʰ
Nepali	Sixty five	pɛsəʈʰ	pɛsəʈʰ
Nepali	Sixty six	cʰesəʈʰ	cʰesəʈʰ
Nepali	Sixty seven	sətsəʈʰ	sətsəʈʰ
Nepali	Sixty eight	əʈʰsəʈʰ	əʈʰsəʈʰ
Nepali	Sixty nine	unɑnsətri	unɑnsətri
Nepali	Seventy	sətri	sətri
Nepali	Seventy one	ekhəttər	ekhəttər
Nepali	Seventy two	bɑəttər	bɑəttər
Nepali	Seventy three	tirhəttər	tirhəttər
Nepali	Seventy four	tʃɔhəttər	tʃɔhəttər
Nepali	Seventy five	pəcʰəttər	pəcʰəttər
Nepali	Seventy six	cʰɑhəttər	cʰɑhəttər
Nepali	Seventy seven	səttətər	səttətər
Nepali	Seventy eight	əʈʰəttər	əʈʰəttər
Nepali	Seventy nine	unɑnəssi	unɑnəssi
Nepali	Eighty	əssi	əssi
Nepali	Eighty one	ekɑsi	ekɑsi
Nepali	Eighty two	bəjɑsi	bəjɑsi
Nepali	Eighty three	tirjɑsi	tirjɑsi
Nepali	Eighty four	tʃɔrɑsi	tʃɔrɑsi
Nepali	Eighty five	pəcɑsi	pəcɑsi
Nepali	Eighty six	cʰejɑsi	cʰejɑsi
Nepali	Eighty seven	sətɑsi	sətɑsi
Nepali	Eighty eight	əʈʰɑsi	əʈʰɑsi
Nepali	Eighty nine	unɑnəbbe	unɑnəbbe
Nepali	Ninety	nəbbe	nəbbe
Nepali	Ninety one	ekɑnbe	ekɑnbe
Nepali	Ninety two	bəjɑnbe	bəjɑnbe
Nepali	Ninety three	tirjɑnbe	tirjɑnbe
Nepali	Ninety four	tʃɔrɑnbe	tʃɔrɑnbe
Nepali	Ninety five	pəncɑnbe	pəncɑnbe
Nepali	Ninety six	cʰejɑnbe	cʰejɑnbe
Nepali	Ninety seven	səntɑnbe	səntɑnbe
Nepali	Ninety eight	ənʈʰɑnbe	ənʈʰɑnbe
Nepali	Ninety nine	nirjɑnbe	nirjɑnbe
Nepali	Hundred	ek sɛ	ek sɛ
Nepali	Thousand	ek həzɑr	ek həzɑr
Nepali	Lakh	ek lɑkʰ	ek lɑkʰ
Nepali	One Million	dəs lɑkʰ	dəs lɑkʰ
Nepali	Crore	ek kəror	ek kəror
Nepali	Billion	ek ərəb	ek ərəb
Nepali	One hundred	ek sɛ	ek sɛ
Nepali	Two hundred	dui sɛ	dui sɛ
Nepali	Three hundred	tin sɛ	tin sɛ
Nepali	Four hundred	tʃɑr sɛ	tʃɑr sɛ
Nepali	Five hundred	pɑ̃tʃ sɛ	pɑ̃tʃ sɛ
Nepali	Six hundred	cʰɔ sɛ	cʰɔ sɛ
Nepali	One thousand	ek həzɑr	ek həzɑr
Nepali	Two thousand	dui həzɑr	dui həzɑr
Nepali	Three thousand	tin həzɑr	tin həzɑr
Nepali	Four thousand	tʃɑr həzɑr	tʃɑr həzɑr
Nepali	Five thousand	pɑ̃tʃ həzɑr	pɑ̃tʃ həzɑr
Nepali	Six thousand	cʰɔ həzɑr	cʰɔ həzɑr
Nepali	Two hundred twenty one	dui sɛ ekəis	dui sɛ ekəis
Nepali	Five hundred six	pɑ̃tʃ sɛ cʰ͏ɔ	pɑ̃tʃ sɛ cʰ͏ɔ
Nepali	Three thousand forty eight	tin həzɑr əʈʰtʃɑlis	tin həzɑr əʈʰtʃɑlis
Nepali	Six thousand nine hundred	cʰɔ həzɑr nɔ sɛ	cʰɔ həzɑr nɔ sɛ
Nepali	Seven thousand four hundred twenty two	sɑt həzɑr tʃɑr sɛ bɑis	sɑt həzɑr tʃɑr sɛ bɑis
Nepali	Six thousand eight	cʰɔ həzɑr ɑʈʰ	cʰɔ həzɑr ɑʈʰ
			
Kudmali	One	ənɑ	ənɑ
Kudmali	Two	dənɑ	dənɑ
Kudmali	Three	ʈenɑ	ʈenɑ
Kudmali	Four	cɑrɑ	cɑrɑ
Kudmali	Five	mɑcɑ	mɑcɑ
Kudmali	Six	ɟʰeɡ	ɟʰeɡ
Kudmali	Seven	ɡəi	ɡəi
Kudmali	Eight	əʈʰəi	əʈʰəi
Kudmali	Nine	nəmi	nəmi
Kudmali	Ten	sihəm	sihəm
Kudmali	Eleven	ənɑrə	ənɑrə
Kudmali	Twelve	dənɑrə	dənɑrə
Kudmali	Thirteen	ʈenɑrə	ʈenɑrə
Kudmali	Fourteen	cɑrɑrə	cɑrɑrə
Kudmali	Fifteen	mɑcɑrə	mɑcɑrə
Kudmali	Sixteen	ɟʰeɡɑrə	ɟʰeɡɑrə
Kudmali	Seventeen	ɡəijɑrə	ɡəijɑrə
Kudmali	Eighteen	əʈʰɑrə	əʈʰɑrə
Kudmali	Nineteen	nəuɑrə	nəuɑrə
Kudmali	Twenty	kuɽi	kuɽi
Kudmali	Twenty One	kuɽi ənɑ	kuɽi ənɑ
Kudmali	Twenty two	kuɽi dənɑ	kuɽi dənɑ
Kudmali	Twenty three	kuɽi ʈenɑ	kuɽi ʈenɑ
Kudmali	Twenty four	kuɽi cɑrɑ	kuɽi cɑrɑ
Kudmali	Twenty five	kuɽi mɑcɑ	kuɽi mɑcɑ
Kudmali	Twenty six	kuɽi ɟʰeɡ	kuɽi ɟʰeɡ
Kudmali	Twenty seven	kuɽi ɡəi	kuɽi ɡəi
Kudmali	Twenty eight	kuɽi əʈʰəi	kuɽi əʈʰəi
Kudmali	Twenty nine	kuɽi nəmi	kuɽi nəmi
Kudmali	Thirty	ʈenen	ʈenen
Kudmali	Thirty one	ʈenen ənɑ	ʈenen ənɑ
Kudmali	Thirty two	ʈenen dənɑ	ʈenen dənɑ
Kudmali	Thirty three	ʈenen ʈenɑ	ʈenen ʈenɑ
Kudmali	Thirty four	ʈenen cɑrɑ	ʈenen cɑrɑ
Kudmali	Thirty five	ʈenen mɑcɑ	ʈenen mɑcɑ
Kudmali	Thirty six	ʈenen ɟʰeɡ	ʈenen ɟʰeɡ
Kudmali	Thirty seven	ʈenen ɡəi	ʈenen ɡəi
Kudmali	Thirty eight	ʈenen əʈʰəi	ʈenen əʈʰəi
Kudmali	Thirty nine	ʈenen nəmi	ʈenen nəmi
Kudmali	Forty	cɑren	cɑren
Kudmali	Forty one	cɑren ənɑ	cɑren ənɑ
Kudmali	Forty two	cɑren dənɑ	cɑren dənɑ
Kudmali	Forty three	cɑren ʈenɑ	cɑren ʈenɑ
Kudmali	Forty four	cɑren cɑrɑ	cɑren cɑrɑ
Kudmali	Forty five	cɑren mɑcɑ	cɑren mɑcɑ
Kudmali	Forty six	cɑren ɟʰeɡ	cɑren ɟʰeɡ
Kudmali	Forty seven	cɑren ɡəi	cɑren ɡəi
Kudmali	Forty eight	cɑren əʈʰəi	cɑren əʈʰəi
Kudmali	Forty nine	cɑren nəmi	cɑren nəmi
Kudmali	Fifty	mɑcen	mɑcen
Kudmali	Fifty one	mɑcen ənɑ	mɑcen ənɑ
Kudmali	Fifty two	mɑcen dənɑ	mɑcen dənɑ
Kudmali	Fifty three	mɑcen ʈenɑ	mɑcen ʈenɑ
Kudmali	Fifty four	mɑcen cɑrɑ	mɑcen cɑrɑ
Kudmali	Fifty five	mɑcen mɑcɑ	mɑcen mɑcɑ
Kudmali	Fifty six	mɑcen ɟʰeɡ	mɑcen ɟʰeɡ
Kudmali	Fifty seven	mɑcen ɡəi	mɑcen ɡəi
Kudmali	Fifty eight	mɑcen əʈʰəi	mɑcen əʈʰəi
Kudmali	Fifty nine	mɑcen nəmi	mɑcen nəmi
Kudmali	Sixty	ɟʰeɡen	ɟʰeɡen
Kudmali	Sixty one	ɟʰeɡen ənɑ	ɟʰeɡen ənɑ
Kudmali	Sixty two	ɟʰeɡen dənɑ	ɟʰeɡen dənɑ
Kudmali	Sixty three	ɟʰeɡen ʈenɑ	ɟʰeɡen ʈenɑ
Kudmali	Sixty four	ɟʰeɡen cɑrɑ	ɟʰeɡen cɑrɑ
Kudmali	Sixty five	ɟʰeɡen mɑcɑ	ɟʰeɡen mɑcɑ
Kudmali	Sixty six	ɟʰeɡen ɟʰeɡ	ɟʰeɡen ɟʰeɡ
Kudmali	Sixty seven	ɟʰeɡen ɡəi	ɟʰeɡen ɡəi
Kudmali	Sixty eight	ɟʰeɡen əʈʰəi	ɟʰeɡen əʈʰəi
Kudmali	Sixty nine	ɟʰeɡen nəmi	ɟʰeɡen nəmi
Kudmali	Seventy	ɡəien	ɡəien
Kudmali	Seventy one	ɡəien ənɑ	ɡəien ənɑ
Kudmali	Seventy two	ɡəien dənɑ	ɡəien dənɑ
Kudmali	Seventy three	ɡəien ʈenɑ	ɡəien ʈenɑ
Kudmali	Seventy four	ɡəien cɑrɑ	ɡəien cɑrɑ
Kudmali	Seventy five	ɡəien mɑcɑ	ɡəien mɑcɑ
Kudmali	Seventy six	ɡəien ɟʰeɡ	ɡəien ɟʰeɡ
Kudmali	Seventy seven	ɡəien ɡəi	ɡəien ɡəi
Kudmali	Seventy eight	ɡəien əʈʰəi	ɡəien əʈʰəi
Kudmali	Seventy nine	ɡəien nəmi	ɡəien nəmi
Kudmali	Eighty	əʈʰen	əʈʰen
Kudmali	Eighty one	əʈʰen ənɑ	əʈʰen ənɑ
Kudmali	Eighty two	əʈʰen dənɑ	əʈʰen dənɑ
Kudmali	Eighty three	əʈʰen ʈenɑ	əʈʰen ʈenɑ
Kudmali	Eighty four	əʈʰen cɑrɑ	əʈʰen cɑrɑ
Kudmali	Eighty five	əʈʰen mɑcɑ	əʈʰen mɑcɑ
Kudmali	Eighty six	əʈʰen ɟʰeɡ	əʈʰen ɟʰeɡ
Kudmali	Eighty seven	əʈʰen ɡəi	əʈʰen ɡəi
Kudmali	Eighty eight	əʈʰen əʈʰəi	əʈʰen əʈʰəi
Kudmali	Eighty nine	əʈʰen nəmi	əʈʰen nəmi
Kudmali	Ninety	nəmen	nəmen
Kudmali	Ninety one	nəmen ənɑ	nəmen ənɑ
Kudmali	Ninety two	nəmen dənɑ	nəmen dənɑ
Kudmali	Ninety three	nəmen ʈenɑ	nəmen ʈenɑ
Kudmali	Ninety four	nəmen cɑrɑ	nəmen cɑrɑ
Kudmali	Ninety five	nəmen mɑcɑ	nəmen mɑcɑ
Kudmali	Ninety six	nəmen ɟʰeɡ	nəmen ɟʰeɡ
Kudmali	Ninety seven	nəmen ɡəi	nəmen ɡəi
Kudmali	Ninety eight	nəmen əʈʰəi	nəmen əʈʰəi
Kudmali	Ninety nine	nəmen nəmi	nəmen nəmi
Kudmali	Hundred	sihen	sihen
Kudmali	Thousand	ləʈ	ləʈ
Kudmali	Lakh	lɑkʰ	lɑkʰ
Kudmali	One Million	lili	lili
Kudmali	Crore	ləɖliɖ	ləɖliɖ
Kudmali	Billion	-	-
Kudmali	One hundred	ənɑ sihen	ənɑ sihen
Kudmali	Two hundred	dənɑ sihen	dənɑ sihen
Kudmali	Three hundred	ʈenɑ sihen	ʈenɑ sihen
Kudmali	Four hundred	cɑrɑ sihen	cɑrɑ sihen
Kudmali	Five hundred	mɑcɑ sihen	mɑcɑ sihen
Kudmali	Six hundred	ɟʰeɡ sihen	ɟʰeɡ sihen
Kudmali	One thousand	ənɑ ləʈ	ənɑ ləʈ
Kudmali	Two thousand	dənɑ ləʈ	dənɑ ləʈ
Kudmali	Three thousand	ʈenɑ ləʈ	ʈenɑ ləʈ
Kudmali	Four thousand	cɑrɑ ləʈ	cɑrɑ ləʈ
Kudmali	Five thousand	mɑcɑ ləʈ	mɑcɑ ləʈ
Kudmali	Six thousand	ɟʰeɡ ləʈ	ɟʰeɡ ləʈ
Kudmali	Two hundred twenty one	dənɑ sihen kuɽiənɑ	dənɑ sihen kuɽiənɑ
Kudmali	Five hundred six	mɑcɑ sihen ɟʰeɡ	mɑcɑ sihen ɟʰeɡ
Kudmali	Three thousand forty eight	ʈenɑ ləʈ cɑren ɡəi	ʈenɑ ləʈ cɑren ɡəi
Kudmali	Six thousand nine hundred	ɟʰeɡ ləʈ nəmi sihen	ɟʰeɡ ləʈ nəmi sihen
Kudmali	Seven thousand four hundred twenty two	ɡəi ləʈ cɑrɑ sihen kuɽi dənɑ	ɡəi ləʈ cɑrɑ sihen kuɽi dənɑ
Kudmali	Six thousand eight	ɟʰeɡ ləʈ əʈʰəi	ɟʰeɡ ləʈ əʈʰəi
			
Bengali	One	ɛk	ɛk
Bengali	Two	duɪ	duɪ
Bengali	Three	tɪ:n	tɪ:n
Bengali	Four	cɑr	cɑr
Bengali	Five	pɑ̃c	pɑ̃c
Bengali	Six	cʰæ	cʰæ
Bengali	Seven	sɑt	sɑt
Bengali	Eight	ɑʈʰ	ɑʈʰ
Bengali	Nine	nɔe	nɔe
Bengali	Ten	dɔs	dɔs
Bengali	Eleven	æɡɑro	æɡɑro
Bengali	Twelve	bɑ:ro	bɑ:ro
Bengali	Thirteen	tæro	tæro
Bengali	Fourteen	coddo	coddo
Bengali	Fifteen	ponero	ponero
Bengali	Sixteen	solo	solo
Bengali	Seventeen	sɔtero	sɔtero
Bengali	Eighteen	ɑ:ʈʰero	ɑ:ʈʰero
Bengali	Nineteen	uni:s	uni:s
Bengali	Twenty	kurɪ	kurɪ
Bengali	Twenty One	eku:s	eku:s
Bengali	Twenty two	baɪs	baɪs
Bengali	Twenty three	teɪs	teɪs
Bengali	Twenty four	cobbɪs	cobbɪs
Bengali	Twenty five	põcɪs	põcɪs
Bengali	Twenty six	cʰɑbbɪs	cʰɑbbɪs
Bengali	Twenty seven	sɑtɑs	sɑtɑs
Bengali	Twenty eight	ɑʈʰɑs	ɑʈʰɑs
Bengali	Twenty nine	untɪrɪs	untɪrɪs
Bengali	Thirty	tɪrɪs	tɪrɪs
Bengali	Thirty one	ektɪrɪs	ektɪrɪs
Bengali	Thirty two	bottɪrɪs	bottɪrɪs
Bengali	Thirty three	tettɪrɪs	tettɪrɪs
Bengali	Thirty four	coʊtɪrɪs	coʊtɪrɪs
Bengali	Thirty five	põɪtɪris	põɪtɪris
Bengali	Thirty six	cɔtɪris	cɔtɪris
Bengali	Thirty seven	sɑ̃ɪtɪris	sɑ̃ɪtɪris
Bengali	Thirty eight	ɑ:ttɪris	ɑ:ttɪris
Bengali	Thirty nine	unocollis	unocollis
Bengali	Forty	collis	collis
Bengali	Forty one	ekcollis	ekcollis
Bengali	Forty two	bɪɑllis	bɪɑllis
Bengali	Forty three	tɪɑllis	tɪɑllis
Bengali	Forty four	cuɑllis	cuɑllis
Bengali	Forty five	pɔ̃ɪtɑllis	pɔ̃ɪtɑllis
Bengali	Forty six	cʰɪɑllis	cʰɪɑllis
Bengali	Forty seven	sɑtcollis	sɑtcollis
Bengali	Forty eight	ɑʈcollis	ɑʈcollis
Bengali	Forty nine	unopɔncɑ:s	unopɔncɑ:s
Bengali	Fifty	pɔncɑ:s	pɔncɑ:s
Bengali	Fifty one	ɛkɑnno	ɛkɑnno
Bengali	Fifty two	bɑhɑnno	bɑhɑnno
Bengali	Fifty three	tɪpanno	tɪpanno
Bengali	Fifty four	cuɑnno	cuɑnno
Bengali	Fifty five	pɔnncɑnno	pɔnncɑnno
Bengali	Fifty six	cʰɑppɑnno	cʰɑppɑnno
Bengali	Fifty seven	sɑtɑnno	sɑtɑnno
Bengali	Fifty eight	ɑ:ʈʰɑnno	ɑ:ʈʰɑnno
Bengali	Fifty nine	unosɑ:ʈ	unosɑ:ʈ
Bengali	Sixty	sɑ:ʈ	sɑ:ʈ
Bengali	Sixty one	eksoʈʈɪ	eksoʈʈɪ
Bengali	Sixty two	bɑsoʈʈɪ	bɑsoʈʈɪ
Bengali	Sixty three	tesoʈʈɪ	tesoʈʈɪ
Bengali	Sixty four	coʊsoʈʈɪ	coʊsoʈʈɪ
Bengali	Sixty five	pɔ̃ɪsoʈʈɪ	pɔ̃ɪsoʈʈɪ
Bengali	Sixty six	cʰesoʈʈɪ	cʰesoʈʈɪ
Bengali	Sixty seven	sɑtsoʈʈɪ	sɑtsoʈʈɪ
Bengali	Sixty eight	ɑ:tsoʈʈɪ	ɑ:tsoʈʈɪ
Bengali	Sixty nine	unosottor	unosottor
Bengali	Seventy	sottor	sottor
Bengali	Seventy one	ɛkɑttor	ɛkɑttor
Bengali	Seventy two	bahattor	bahattor
Bengali	Seventy three	tɪɑttor	tɪɑttor
Bengali	Seventy four	cuɑttor	cuɑttor
Bengali	Seventy five	pɔ̃cɑttor	pɔ̃cɑttor
Bengali	Seventy six	cʰɪɑttor	cʰɪɑttor
Bengali	Seventy seven	sɑtɑttor	sɑtɑttor
Bengali	Seventy eight	ɑ:ʈʰɑttor	ɑ:ʈʰɑttor
Bengali	Seventy nine	unoɑ:sɪ	unoɑ:sɪ
Bengali	Eighty	ɑ:sɪ	ɑ:sɪ
Bengali	Eighty one	ɛkɑ:sɪ	ɛkɑ:sɪ
Bengali	Eighty two	bɪrɑ:sɪ	bɪrɑ:sɪ
Bengali	Eighty three	tɪrɑ:sɪ	tɪrɑ:sɪ
Bengali	Eighty four	curɑ:sɪ	curɑ:sɪ
Bengali	Eighty five	pɔ̃cɑ:sɪ	pɔ̃cɑ:sɪ
Bengali	Eighty six	cʰɪɑ:sɪ	cʰɪɑ:sɪ
Bengali	Eighty seven	sɑtɑ:sɪ	sɑtɑ:sɪ
Bengali	Eighty eight	ɔstoɑ:sɪ	ɔstoɑ:sɪ
Bengali	Eighty nine	unonobbo-i	unonobbo-i
Bengali	Ninety	nobboɪ	nobboɪ
Bengali	Ninety one	ɛkɑnobboɪ	ɛkɑnobboɪ
Bengali	Ninety two	bɪrɑnobboɪ	bɪrɑnobboɪ
Bengali	Ninety three	tɪrɑnobboɪ	tɪrɑnobboɪ
Bengali	Ninety four	curɑnobboɪ	curɑnobboɪ
Bengali	Ninety five	pɔ̃cɑnobboɪ	pɔ̃cɑnobboɪ
Bengali	Ninety six	cʰiɑnobboɪ	cʰiɑnobboɪ
Bengali	Ninety seven	sɑtɑnobboɪ	sɑtɑnobboɪ
Bengali	Ninety eight	ɑ:ʈʰɑnobboɪ	ɑ:ʈʰɑnobboɪ
Bengali	Ninety nine	nɪrɑnobboɪ	nɪrɑnobboɪ
Bengali	Hundred	ɛk sɔ	ɛk sɔ
Bengali	Thousand	hɑ:dʒɑr	hɑ:dʒɑr
Bengali	Lakh	lɑ:k	lɑ:k
Bengali	One Million	-	-
Bengali	Crore	koti:	koti:
Bengali	Billion	-	-
Bengali	One hundred	ek sɔ	ek sɔ
Bengali	Two hundred	du sɔ	du sɔ
Bengali	Three hundred	tinsɔ	tinsɔ
Bengali	Four hundred	cɑr sɔ	cɑr sɔ
Bengali	Five hundred	pɑ̃c sɔ	pɑ̃c sɔ
Bengali	Six hundred	cʰɔ sɔ	cʰɔ sɔ
Bengali	One thousand	ɛk həzɑr 	ɛk həzɑr 
Bengali	Two thousand	du həzɑr	du həzɑr
Bengali	Three thousand	tin həzɑr	tin həzɑr
Bengali	Four thousand	cɑr həzɑr	cɑr həzɑr
Bengali	Five thousand	pɑ̃c həzɑr	pɑ̃c həzɑr
Bengali	Six thousand	cʰɔ həzɑr	cʰɔ həzɑr
Bengali	Two hundred twenty one	du sɔ ikkus	du sɔ ikkus
Bengali	Five hundred six	pɑ̃c sɔ cʰɔe	pɑ̃c sɔ cʰɔe
Bengali	Three thousand forty eight	tin həzɑr ɑʈʰcollis	tin həzɑr ɑʈʰcollis
Bengali	Six thousand nine hundred	cʰɔ həzɑr nɔ sɔ	cʰɔ həzɑr nɔ sɔ
Bengali	Seven thousand four hundred twenty two	sɑt həzɑr cɑr sɔ bɑis	sɑt həzɑr cɑr sɔ bɑis
Bengali	Six thousand eight	cʰɔ həzɑr ɑʈʰ	cʰɔ həzɑr ɑʈʰ
			
Assamese	One	ɛk	ɛk
Assamese	Two	duɪ	duɪ
Assamese	Three	tɪnɪ	tɪnɪ
Assamese	Four	sɑ:rɪ	sɑ:rɪ
Assamese	Five	pɑ:s	pɑ:s
Assamese	Six	sɒɪ	sɒɪ
Assamese	Seven	hɑ:tʰ	hɑ:tʰ
Assamese	Eight	ɑ:ʈʰ	ɑ:ʈʰ
Assamese	Nine	nɒ	nɒ
Assamese	Ten	dɒh	dɒh
Assamese	Eleven	ɛɡʰɑ:rɒ	ɛɡʰɑ:rɒ
Assamese	Twelve	bɑ:rɒ	bɑ:rɒ
Assamese	Thirteen	ʈɛrɒ	ʈɛrɒ
Assamese	Fourteen	soɪdʰɒ	soɪdʰɒ
Assamese	Fifteen	pondʰɒrɒ	pondʰɒrɒ
Assamese	Sixteen	hollɒ	hollɒ
Assamese	Seventeen	hotɒrɒ	hotɒrɒ
Assamese	Eighteen	oʈʰɒrɒ	oʈʰɒrɒ
Assamese	Nineteen	unnoɪs	unnoɪs
Assamese	Twenty	bɪs	bɪs
Assamese	Twenty One	ɛkuɪs	ɛkuɪs
Assamese	Twenty two	bɑ:ɪs	bɑ:ɪs
Assamese	Twenty three	ʈɛɪs	ʈɛɪs
Assamese	Twenty four	sobbɪs	sobbɪs
Assamese	Twenty five	posɪs	posɪs
Assamese	Twenty six	sɑ:bbɪs	sɑ:bbɪs
Assamese	Twenty seven	hɑ:ttɑɪs	hɑ:ttɑɪs
Assamese	Twenty eight	ɑ:ʈʰɑɪs	ɑ:ʈʰɑɪs
Assamese	Twenty nine	untrɪs	untrɪs
Assamese	Thirty	trɪs	trɪs
Assamese	Thirty one	ɛktrɪs	ɛktrɪs
Assamese	Thirty two	bɒtrɪs	bɒtrɪs
Assamese	Thirty three	tɛtrɪs	tɛtrɪs
Assamese	Thirty four	soutrɪs	soutrɪs
Assamese	Thirty five	poɪntrɪs	poɪntrɪs
Assamese	Thirty six	sɒɪntrɪs	sɒɪntrɪs
Assamese	Thirty seven	hɑ:ttrɪs	hɑ:ttrɪs
Assamese	Thirty eight	ɑ:tʰtrɪs	ɑ:tʰtrɪs
Assamese	Thirty nine	unsɒllɪs	unsɒllɪs
Assamese	Forty	sɒllɪs	sɒllɪs
Assamese	Forty one	ɛksɒllɪs	ɛksɒllɪs
Assamese	Forty two	bɪɒllɪs	bɪɒllɪs
Assamese	Forty three	tɪɒllɪs	tɪɒllɪs
Assamese	Forty four	sosɒllɪs	sosɒllɪs
Assamese	Forty five	pɒɪ-llɪs	pɒɪ-llɪs
Assamese	Forty six	sɒɪnsɒllɪs	sɒɪnsɒllɪs
Assamese	Forty seven	hɑ:tsɑllɪs	hɑ:tsɑllɪs
Assamese	Forty eight	ɑ:tʰsɑllɪs	ɑ:tʰsɑllɪs
Assamese	Forty nine	unɒpɒnsɑ:s	unɒpɒnsɑ:s
Assamese	Fifty	pɒnsɑ:s	pɒnsɑ:s
Assamese	Fifty one	ɛkɑ:on	ɛkɑ:on
Assamese	Fifty two	bɑ:on	bɑ:on
Assamese	Fifty three	tɛon	tɛon
Assamese	Fifty four	soon	soon
Assamese	Fifty five	pospɒn	pospɒn
Assamese	Fifty six	sɑ:ppɒn	sɑ:ppɒn
Assamese	Fifty seven	hɑ:ttɑ:pɒn	hɑ:ttɑ:pɒn
Assamese	Fifty eight	ɑ:tʰɑ:ppɒn	ɑ:tʰɑ:ppɒn
Assamese	Fifty nine	unsɑ:tti	unsɑ:tti
Assamese	Sixty	sɑ:ttʰɪ	sɑ:ttʰɪ
Assamese	Sixty one	ɛksɑ:ttʰɪ	ɛksɑ:ttʰɪ
Assamese	Sixty two	bɑ:kʰotʈʰɪ	bɑ:kʰotʈʰɪ
Assamese	Sixty three	tɛkʰotʈʰɪ	tɛkʰotʈʰɪ
Assamese	Sixty four	sokʰɒsʈʰɪ	sokʰɒsʈʰɪ
Assamese	Sixty five	pɒɪnsɒtʈʰɪ	pɒɪnsɒtʈʰɪ
Assamese	Sixty six	spɪnsɒtʈʰɪ	spɪnsɒtʈʰɪ
Assamese	Sixty seven	sɑ:tsɒtʈʰɪ	sɑ:tsɒtʈʰɪ
Assamese	Sixty eight	ɑ:ʈʰsɒtʈʰɪ	ɑ:ʈʰsɒtʈʰɪ
Assamese	Sixty nine	unohottʊr	unohottʊr
Assamese	Seventy	hottʊr	hottʊr
Assamese	Seventy one	ɛkhottʊr	ɛkhottʊr
Assamese	Seventy two	bɑ:kʰottʊr	bɑ:kʰottʊr
Assamese	Seventy three	tɛkʰottʊr	tɛkʰottʊr
Assamese	Seventy four	sokʰottʊr	sokʰottʊr
Assamese	Seventy five	pokʰottʊr	pokʰottʊr
Assamese	Seventy six	sokʰottʊr	sokʰottʊr
Assamese	Seventy seven	hottottʊr	hottottʊr
Assamese	Seventy eight	oʈʰottʊr	oʈʰottʊr
Assamese	Seventy nine	unɑ:sɪ	unɑ:sɪ
Assamese	Eighty	ɑ:sɪ	ɑ:sɪ
Assamese	Eighty one	ɛkɑ:sɪ	ɛkɑ:sɪ
Assamese	Eighty two	bɪrɑ:sɪ	bɪrɑ:sɪ
Assamese	Eighty three	tɪrɑ:sɪ	tɪrɑ:sɪ
Assamese	Eighty four	sorɑ:sɪ	sorɑ:sɪ
Assamese	Eighty five	pɒsɑ:sɪ	pɒsɑ:sɪ
Assamese	Eighty six	sɪɑ:sɪ	sɪɑ:sɪ
Assamese	Eighty seven	hɑ:tɑ:sɪ	hɑ:tɑ:sɪ
Assamese	Eighty eight	ɑ:ʈʰɑ:sɪ	ɑ:ʈʰɑ:sɪ
Assamese	Eighty nine	unnɑ:nnnbboɪ	unnɑ:nnnbboɪ
Assamese	Ninety	nobboɪ	nobboɪ
Assamese	Ninety one	ɛkɑ:nnoboɪ	ɛkɑ:nnoboɪ
Assamese	Ninety two	bɪrɑ:nnobboɪ	bɪrɑ:nnobboɪ
Assamese	Ninety three	tɪrɑ:nnobboɪ	tɪrɑ:nnobboɪ
Assamese	Ninety four	sorɑ:nnobboɪ	sorɑ:nnobboɪ
Assamese	Ninety five	pɒsɑ:nnobboɪ	pɒsɑ:nnobboɪ
Assamese	Ninety six	sɪɑ:nnobboɪ	sɪɑ:nnobboɪ
Assamese	Ninety seven	sɑ:ttɑ:nnoboɪ	sɑ:ttɑ:nnoboɪ
Assamese	Ninety eight	ɑ:ʈʰɑ:nnobboɪ	ɑ:ʈʰɑ:nnobboɪ
Assamese	Ninety nine	nɪrɑ:nnoboɪ	nɪrɑ:nnoboɪ
Assamese	Hundred	ɛhɒ	ɛhɒ
Assamese	Thousand	hɑ:dʒɑ:r	hɑ:dʒɑ:r
Assamese	Lakh	lɑ:kʰ	lɑ:kʰ
Assamese	One Million	nɪdʒʊt	nɪdʒʊt
Assamese	Crore	koʊtɪ	koʊtɪ
Assamese	Billion	-	-
Assamese	One hundred	ekʰo	ekʰo
Assamese	Two hundred	ɖukʰo	ɖukʰo
Assamese	Three hundred	tinikʰo	tinikʰo
Assamese	Four hundred	sɑrikʰo	sɑrikʰo
